tanggal,jam,suhu_celsius,hari_libur,jumlah_penghuni,jumlah_perangkat_aktif,jam_penggunaan_rata_rata,konsumsi_kwh
2001-10-04,12,29.94,0,4,4,9.99,17.272
2001-10-05,22,30.55,0,6,3,8.7,19.274
2001-10-06,17,27.8,0,3,10,10.94,19.433
2001-10-07,11,29.98,0,1,9,7.61,14.578
2001-10-08,20,29.25,0,4,10,7.72,17.399
2001-10-09,19,26.21,0,5,6,7.72,15.343
2001-10-10,22,30.08,0,6,5,8.9,21.222
2001-10-11,11,28.47,0,6,5,9.72,20.167
2001-10-12,14,29.93,0,3,14,8.6,20.379
2001-10-13,10,28.32,0,1,10,11.49,16.893
2001-10-14,17,28.78,0,3,10,10.35,18.442
2001-10-15,18,28.83,0,5,7,6.52,15.651
2001-10-16,19,31.89,0,6,9,7.61,24.354
2001-10-17,10,28.0,0,6,12,8.63,21.108
2001-10-18,17,28.48,1,3,4,8.14,15.941
2001-10-19,20,29.7,0,5,3,9.18,15.065
2001-10-20,17,28.14,0,4,3,10.76,15.137
2001-10-21,22,27.35,0,6,6,9.4,17.577
2001-10-22,9,27.25,0,4,11,9.78,19.667
2001-10-23,17,29.87,0,3,10,8.68,19.747
2001-10-24,10,30.92,0,1,5,6.15,14.323
2001-10-25,21,28.51,0,2,10,9.58,16.093
2001-10-26,20,28.03,0,6,7,7.43,17.814
2001-10-27,22,28.52,0,1,12,11.24,18.687
2001-10-28,18,28.28,0,1,9,10.94,17.635
2001-10-29,19,27.89,0,2,14,8.89,20.185
2001-10-30,17,28.9,0,1,12,9.02,16.887
2001-10-31,7,28.02,0,2,7,6.66,12.635
2001-11-01,18,29.85,0,4,12,9.98,21.274
2001-11-02,22,28.51,0,2,13,6.41,16.636
2001-11-03,20,29.06,0,4,10,10.65,19.169
2001-11-04,16,25.77,0,6,3,8.39,15.815
2001-11-05,17,29.62,0,4,14,7.53,23.511
2001-11-06,23,26.4,0,2,13,9.39,18.042
2001-11-07,19,28.27,0,5,9,9.07,19.604
2001-11-08,21,26.21,0,6,8,8.39,18.603
2001-11-09,12,28.01,0,4,3,8.15,14.063
2001-11-10,22,26.83,0,6,3,8.1,16.002
2001-11-11,19,28.92,0,2,5,8.12,16.3
2001-11-12,13,26.33,0,4,15,8.27,19.437
2001-11-13,22,25.99,0,5,11,8.74,17.955
2001-11-14,8,27.35,0,1,10,8.26,14.38
2001-11-15,22,27.76,0,1,15,8.03,16.001
2001-11-16,18,26.99,0,5,9,6.23,17.987
2001-11-17,22,28.93,0,1,13,7.59,18.259
2001-11-18,20,23.81,0,3,6,7.64,14.858
2001-11-19,14,29.49,0,1,14,7.06,18.158
2001-11-20,15,25.98,0,6,5,7.4,15.253
2001-11-21,22,26.61,0,5,4,8.94,15.404
2001-11-22,21,26.32,0,5,6,9.98,16.445
2001-11-23,21,26.71,0,6,3,8.04,14.86
2001-11-24,8,24.62,0,5,6,10.81,18.849
2001-11-25,21,28.55,0,5,15,8.07,22.888
2001-11-26,18,26.41,0,4,7,7.3,14.596
2001-11-27,20,24.97,1,5,6,7.58,17.865
2001-11-28,21,25.35,0,3,15,9.3,18.958
2001-11-29,15,22.0,0,4,8,9.75,18.849
2001-11-30,20,27.21,0,3,13,8.73,18.89
2001-12-01,20,27.14,0,6,4,10.98,18.675
2001-12-02,23,24.56,0,2,10,8.62,15.549
2001-12-03,16,29.99,0,6,3,8.01,17.214
2001-12-04,20,28.32,0,1,14,8.93,16.991
2001-12-05,21,26.18,0,4,13,7.68,19.674
2001-12-06,10,25.19,0,6,9,8.36,19.434
2001-12-07,20,27.52,0,5,7,8.82,16.364
2001-12-08,22,25.89,0,1,14,7.91,16.655
2001-12-09,22,26.84,0,1,5,9.87,14.318
2001-12-10,6,27.0,0,6,4,8.78,17.398
2001-12-11,17,28.99,0,2,6,6.48,13.501
2001-12-12,22,24.4,0,1,9,8.04,13.272
2001-12-13,7,27.75,0,1,10,9.18,15.857
2001-12-14,21,24.63,0,3,14,6.47,18.74
2001-12-15,18,25.55,0,4,11,10.37,18.196
2001-12-16,16,24.82,0,2,9,10.48,17.436
2001-12-17,20,23.26,0,3,7,9.35,14.914
2001-12-18,22,27.64,0,4,12,6.43,18.1
2001-12-19,18,25.7,0,6,6,7.22,15.867
2001-12-20,12,23.0,0,6,15,9.63,20.675
2001-12-21,9,26.53,0,4,4,6.84,14.157
2001-12-22,20,26.67,0,6,12,9.53,20.659
2001-12-23,18,26.11,0,5,7,10.79,18.826
2001-12-24,9,25.48,0,3,8,7.05,14.835
2001-12-25,12,26.67,1,1,10,11.26,17.168
2001-12-26,21,23.65,0,2,11,8.07,14.625
2001-12-27,18,25.73,0,4,7,6.04,16.3
2001-12-28,21,26.26,0,4,15,7.27,19.47
2001-12-29,5,26.6,0,1,13,10.04,16.233
2001-12-30,19,27.33,0,6,13,9.47,24.946
2001-12-31,18,27.15,0,4,11,7.27,19.339
2002-01-01,5,26.81,1,4,4,8.63,15.779
2002-01-02,19,27.92,0,3,8,8.61,15.222
2002-01-03,19,27.72,0,4,15,6.11,18.528
2002-01-04,22,27.21,0,6,3,9.6,16.955
2002-01-05,20,22.75,0,4,4,10.01,16.53
2002-01-06,18,25.59,0,2,15,9.22,19.282
2002-01-07,19,25.24,0,2,13,8.08,17.163
2002-01-08,17,26.24,0,6,7,9.84,20.22
2002-01-09,18,26.71,0,6,12,9.63,20.713
2002-01-10,23,26.82,0,1,5,7.54,10.37
2002-01-11,17,23.05,0,1,12,7.09,15.59
2002-01-12,19,25.58,0,5,3,8.01,17.053
2002-01-13,5,23.31,0,2,10,10.82,17.745
2002-01-14,22,25.61,0,5,4,8.27,15.421
2002-01-15,18,25.62,0,2,14,8.62,18.002
2002-01-16,18,25.58,0,3,6,8.2,15.651
2002-01-17,16,26.2,0,1,6,9.52,12.145
2002-01-18,20,27.65,0,6,4,9.09,16.312
2002-01-19,18,24.36,0,6,12,9.38,20.447
2002-01-20,7,27.18,0,5,8,10.42,21.65
2002-01-21,22,24.29,0,5,15,7.95,20.142
2002-01-22,6,25.09,0,1,3,8.96,11.654
2002-01-23,19,26.29,0,4,9,8.26,16.155
2002-01-24,14,25.87,0,5,3,9.38,16.243
2002-01-25,19,25.2,0,1,3,6.98,9.217
2002-01-26,23,28.28,0,4,7,11.22,19.792
2002-01-27,18,25.69,0,5,11,10.13,23.086
2002-01-28,9,25.13,0,3,3,8.18,13.407
2002-01-29,22,25.2,0,4,8,9.72,16.735
2002-01-30,22,27.92,0,5,7,6.73,17.148
2002-01-31,22,26.58,0,2,15,7.98,18.603
2002-02-01,21,25.47,0,6,3,6.96,14.195
2002-02-02,11,24.37,0,5,7,8.65,19.482
2002-02-03,20,26.52,0,1,3,11.29,12.231
2002-02-04,20,28.14,0,2,9,8.64,15.705
2002-02-05,22,25.51,0,6,15,6.93,21.402
2002-02-06,19,28.45,0,4,5,6.85,14.012
2002-02-07,20,25.49,0,4,11,7.88,14.949
2002-02-08,20,24.35,0,5,9,7.61,17.276
2002-02-09,19,22.0,0,4,15,7.6,20.518
2002-02-10,21,26.95,0,2,6,7.79,13.979
2002-02-11,22,24.23,0,2,13,6.43,15.602
2002-02-12,15,23.41,0,3,14,7.37,17.947
2002-02-13,13,23.38,0,2,13,6.37,17.564
2002-02-14,16,24.62,0,2,4,7.07,11.724
2002-02-15,21,25.01,0,2,9,8.49,15.204
2002-02-16,22,24.92,0,6,13,9.18,23.988
2002-02-17,17,25.48,1,2,5,8.46,17.082
2002-02-18,15,24.87,0,5,10,9.06,19.159
2002-02-19,20,24.5,0,4,7,8.5,15.406
2002-02-20,17,24.4,0,2,4,7.55,13.576
2002-02-21,11,25.44,0,3,4,6.24,12.398
2002-02-22,6,26.0,0,6,12,9.24,18.428
2002-02-23,21,27.95,0,3,7,8.5,17.064
2002-02-24,8,27.35,0,1,4,9.85,14.751
2002-02-25,9,25.46,0,5,14,6.04,21.116
2002-02-26,19,26.71,0,3,14,7.34,15.499
2002-02-27,20,27.4,0,5,3,8.26,15.364
2002-02-28,20,22.11,0,5,10,9.64,19.724
2002-03-01,20,26.73,0,1,4,7.9,10.531
2002-03-02,6,23.65,0,2,14,9.53,19.39
2002-03-03,19,25.12,0,4,8,7.64,15.773
2002-03-04,20,26.94,0,2,6,9.67,14.16
2002-03-05,16,27.11,0,1,3,6.77,10.995
2002-03-06,12,28.5,0,5,11,9.57,19.553
2002-03-07,8,25.35,0,6,13,6.72,19.758
2002-03-08,7,27.39,0,6,9,9.84,22.041
2002-03-09,20,26.54,0,2,9,11.05,17.46
2002-03-10,19,24.95,0,2,3,10.69,13.604
2002-03-11,20,24.37,0,2,14,6.81,16.869
2002-03-12,17,26.38,0,4,5,7.41,14.621
2002-03-13,22,24.06,0,2,5,6.89,11.971
2002-03-14,20,25.32,0,3,8,7.93,15.081
2002-03-15,19,30.17,0,4,7,9.4,19.026
2002-03-16,13,27.48,0,4,7,9.21,16.388
2002-03-17,18,27.19,0,3,6,8.48,15.568
2002-03-18,22,25.99,0,2,4,8.24,12.653
2002-03-19,17,28.43,0,1,13,8.89,17.997
2002-03-20,17,27.6,0,5,11,9.29,18.737
2002-03-21,21,28.96,0,2,13,8.88,17.747
2002-03-22,20,26.15,0,3,6,8.7,13.693
2002-03-23,22,24.32,0,6,7,10.31,20.283
2002-03-24,18,26.68,1,5,10,8.36,23.632
2002-03-25,13,29.29,0,3,8,6.32,16.497
2002-03-26,17,22.75,0,1,5,8.73,11.677
2002-03-27,20,25.5,0,1,12,6.67,14.7
2002-03-28,21,27.21,0,3,10,8.16,17.881
2002-03-29,19,24.25,0,3,15,7.01,20.206
2002-03-30,9,26.46,0,5,15,7.63,22.204
2002-03-31,18,27.55,0,4,8,8.04,16.945
2002-04-01,20,26.33,0,3,12,9.63,17.788
2002-04-02,8,29.06,0,6,13,7.08,18.867
2002-04-03,18,25.92,0,2,9,9.57,14.705
2002-04-04,19,23.94,0,5,5,7.57,16.587
2002-04-05,17,28.23,0,6,8,7.2,17.555
2002-04-06,17,26.51,0,2,15,8.96,20.47
2002-04-07,19,27.42,0,5,11,10.45,21.906
2002-04-08,16,25.11,0,5,13,9.45,21.574
2002-04-09,20,24.29,0,3,15,8.49,19.928
2002-04-10,19,25.06,0,4,11,6.79,16.57
2002-04-11,18,27.7,0,6,5,7.76,16.193
2002-04-12,17,25.24,0,1,4,8.08,11.475
2002-04-13,13,26.71,0,4,10,9.47,20.51
2002-04-14,18,26.73,0,4,13,9.63,21.695
2002-04-15,17,28.95,0,3,9,8.11,16.692
2002-04-16,17,29.53,0,5,5,9.0,17.974
2002-04-17,18,24.54,0,5,14,9.52,21.37
2002-04-18,17,27.73,0,5,14,8.39,22.009
2002-04-19,22,27.25,0,2,4,9.62,12.282
2002-04-20,14,30.11,0,4,4,7.79,19.929
2002-04-21,18,26.9,0,1,9,9.65,15.509
2002-04-22,5,25.92,0,3,13,8.8,18.475
2002-04-23,22,27.1,0,3,13,6.86,16.853
2002-04-24,21,29.04,0,1,4,9.08,11.764
2002-04-25,5,28.15,0,3,13,8.51,18.681
2002-04-26,17,28.96,0,3,12,8.93,19.599
2002-04-27,14,28.41,0,6,13,9.08,20.381
2002-04-28,18,30.33,0,1,15,11.21,23.243
2002-04-29,22,27.75,0,6,8,8.53,18.313
2002-04-30,21,26.93,0,1,4,9.87,10.966
2002-05-01,19,27.47,1,3,11,10.57,19.648
2002-05-02,7,27.86,0,4,5,8.9,15.681
2002-05-03,21,25.19,0,3,12,9.86,17.136
2002-05-04,23,29.25,0,4,15,8.42,23.284
2002-05-05,20,30.8,0,6,5,11.22,21.997
2002-05-06,10,29.19,0,6,12,9.66,23.025
2002-05-07,16,26.97,0,2,5,7.05,11.852
2002-05-08,14,28.65,0,3,10,9.91,16.492
2002-05-09,22,26.59,0,1,15,9.04,16.869
2002-05-10,21,27.92,0,6,6,8.74,18.713
2002-05-11,18,27.55,0,1,3,8.07,11.573
2002-05-12,19,30.79,0,2,14,8.76,25.346
2002-05-13,21,31.28,0,5,12,9.05,25.118
2002-05-14,5,30.82,0,4,4,9.05,17.811
2002-05-15,20,27.76,0,3,14,9.67,19.189
2002-05-16,22,29.16,0,2,14,9.33,21.65
2002-05-17,16,29.13,0,5,10,6.7,19.592
2002-05-18,13,29.06,0,5,15,8.42,23.541
2002-05-19,20,29.51,0,3,11,10.98,22.258
2002-05-20,13,27.65,0,4,10,7.09,17.829
2002-05-21,16,29.46,0,1,5,8.04,13.206
2002-05-22,18,26.41,0,4,3,6.47,13.648
2002-05-23,21,29.65,0,1,13,8.98,16.54
2002-05-24,22,28.42,0,2,12,8.91,16.331
2002-05-25,21,29.27,0,4,14,11.33,23.649
2002-05-26,22,26.16,0,1,13,9.26,18.23
2002-05-27,16,29.42,0,2,12,9.84,19.306
2002-05-28,21,28.68,0,2,5,9.54,14.039
2002-05-29,19,29.06,0,3,9,7.59,16.762
2002-05-30,17,27.07,0,1,9,9.13,13.834
2002-05-31,12,28.55,0,3,7,6.83,16.152
2002-06-01,11,30.96,1,5,10,10.83,27.295
2002-06-02,18,31.13,0,6,4,7.73,21.419
2002-06-03,17,32.11,0,6,12,8.77,30.92
2002-06-04,20,29.31,0,4,11,7.21,19.37
2002-06-05,17,30.0,0,3,10,6.03,19.229
2002-06-06,18,29.95,0,3,7,9.96,17.088
2002-06-07,20,29.29,0,6,9,9.83,21.354
2002-06-08,21,28.57,0,5,15,10.9,22.288
2002-06-09,21,29.87,0,4,3,8.86,16.582
2002-06-10,23,31.99,0,2,9,7.6,22.312
2002-06-11,20,30.82,0,4,13,7.13,20.873
2002-06-12,20,28.45,0,6,3,8.94,17.29
2002-06-13,21,30.37,0,1,7,6.12,15.604
2002-06-14,19,28.47,0,3,5,7.21,14.284
2002-06-15,5,29.95,0,3,4,8.95,17.604
2002-06-16,17,28.71,0,4,15,8.4,21.877
2002-06-17,22,29.32,0,1,3,6.26,11.671
2002-06-18,18,30.8,0,1,13,6.4,17.611
2002-06-19,17,28.22,0,6,14,6.25,20.877
2002-06-20,9,29.4,0,1,10,9.56,17.253
2002-06-21,20,30.7,0,3,7,6.94,17.893
2002-06-22,19,30.31,0,5,4,10.68,17.564
2002-06-23,17,29.8,1,2,12,7.82,23.398
2002-06-24,18,30.39,0,5,10,8.6,20.073
2002-06-25,21,30.55,0,3,8,6.18,17.007
2002-06-26,18,29.81,0,3,3,8.24,15.059
2002-06-27,22,30.37,0,5,5,8.18,17.867
2002-06-28,15,27.02,0,6,6,7.23,17.285
2002-06-29,20,30.32,0,5,10,9.34,22.909
2002-06-30,17,29.13,0,5,7,10.22,18.942
2002-07-01,18,30.65,0,3,7,6.95,19.179
2002-07-02,18,31.66,0,2,9,6.4,18.36
2002-07-03,19,30.26,0,5,13,7.85,22.933
2002-07-04,14,31.01,0,5,7,7.4,22.139
2002-07-05,17,33.08,0,5,15,7.07,32.695
2002-07-06,17,32.15,0,5,11,8.32,29.093
2002-07-07,21,29.68,0,1,10,8.59,17.747
2002-07-08,20,31.06,0,2,5,6.83,17.201
2002-07-09,17,31.09,0,1,15,7.4,20.246
2002-07-10,13,32.27,0,6,10,7.42,26.722
2002-07-11,22,30.86,0,4,6,7.33,20.379
2002-07-12,18,27.41,0,5,8,7.9,17.942
2002-07-13,22,31.4,0,3,9,8.97,22.843
2002-07-14,10,29.65,0,2,11,10.12,20.293
2002-07-15,19,29.47,0,2,10,7.8,17.231
2002-07-16,7,27.74,0,1,13,6.48,14.347
2002-07-17,20,31.52,0,3,10,6.58,21.671
2002-07-18,19,31.01,0,6,8,8.68,23.704
2002-07-19,18,31.78,0,5,3,8.16,19.166
2002-07-20,17,31.0,0,3,11,7.82,20.694
2002-07-21,20,28.82,0,4,6,11.3,16.915
2002-07-22,9,33.5,0,5,8,6.86,28.771
2002-07-23,17,31.4,0,2,9,7.83,17.604
2002-07-24,17,29.49,0,3,3,6.21,15.041
2002-07-25,11,34.98,0,6,4,8.49,31.462
2002-07-26,17,30.83,1,4,10,9.5,24.36
2002-07-27,18,29.79,0,1,4,11.17,15.31
2002-07-28,6,29.94,0,5,5,11.25,20.581
2002-07-29,20,30.36,0,6,11,8.32,24.151
2002-07-30,18,28.47,0,4,6,9.66,16.663
2002-07-31,15,29.34,0,1,5,6.4,12.946
2002-08-01,17,28.93,0,5,15,7.71,21.805
2002-08-02,20,31.01,0,3,11,9.37,23.613
2002-08-03,21,29.49,0,6,10,9.58,22.832
2002-08-04,22,31.4,0,1,9,10.63,22.994
2002-08-05,12,28.4,0,2,9,7.77,16.18
2002-08-06,5,30.74,0,2,11,6.96,19.814
2002-08-07,20,26.17,0,4,9,7.48,18.111
2002-08-08,22,29.92,0,1,7,9.49,15.05
2002-08-09,22,30.93,0,4,9,6.05,20.122
2002-08-10,10,31.43,0,1,4,10.07,19.513
2002-08-11,18,31.49,0,4,12,7.97,25.089
2002-08-12,12,30.4,0,2,7,7.61,16.536
2002-08-13,9,32.16,0,4,10,7.59,24.758
2002-08-14,21,27.86,0,4,11,7.25,18.644
2002-08-15,20,30.33,0,1,5,7.61,14.792
2002-08-16,8,30.34,0,2,3,9.86,17.222
2002-08-17,6,31.45,1,1,12,8.72,24.287
2002-08-18,23,32.63,0,6,12,10.33,31.567
2002-08-19,17,30.01,0,4,13,9.24,22.792
2002-08-20,5,31.3,0,2,7,6.65,19.772
2002-08-21,9,30.31,0,6,7,7.26,19.283
2002-08-22,20,32.4,0,6,7,6.03,24.042
2002-08-23,20,30.51,0,4,7,7.95,21.236
2002-08-24,18,29.55,0,5,11,9.8,24.853
2002-08-25,11,31.11,0,4,8,8.4,20.526
2002-08-26,20,32.92,0,2,8,7.19,21.197
2002-08-27,18,30.34,0,1,8,7.24,13.48
2002-08-28,21,28.49,0,2,3,6.73,10.942
2002-08-29,9,31.29,0,1,9,6.67,20.476
2002-08-30,17,29.05,0,6,13,8.86,21.533
2002-08-31,12,31.3,0,6,9,11.05,24.591
2002-09-01,8,30.01,0,2,10,9.6,18.177
2002-09-02,20,29.83,1,2,12,9.09,20.149
2002-09-03,19,28.05,0,2,5,9.22,12.255
2002-09-04,21,30.54,0,5,4,9.16,17.628
2002-09-05,21,31.31,0,5,15,6.72,26.035
2002-09-06,12,26.09,0,5,7,7.33,16.322
2002-09-07,8,29.47,0,1,11,10.63,18.598
2002-09-08,21,27.66,1,2,12,7.77,18.902
2002-09-09,19,29.06,0,5,4,8.15,16.189
2002-09-10,21,30.32,0,3,14,8.4,22.649
2002-09-11,19,29.4,0,1,6,8.57,13.741
2002-09-12,20,29.17,0,1,9,8.56,14.505
2002-09-13,22,30.02,0,1,9,9.61,15.304
2002-09-14,17,29.85,0,1,4,8.62,14.103
2002-09-15,18,28.09,0,4,9,10.73,17.114
2002-09-16,15,29.05,0,5,7,8.78,18.444
2002-09-17,19,31.6,0,5,8,8.19,22.302
2002-09-18,19,32.45,0,6,9,6.16,27.399
2002-09-19,18,29.96,0,3,9,6.63,18.409
2002-09-20,21,30.29,0,1,8,9.36,15.222
2002-09-21,5,30.04,0,6,5,9.46,19.953
2002-09-22,22,29.75,0,6,14,11.19,28.08
2002-09-23,15,27.54,0,2,7,6.24,13.872
2002-09-24,19,28.29,0,1,14,9.65,18.978
2002-09-25,11,26.89,0,2,7,7.35,13.196
2002-09-26,20,26.99,0,6,3,7.94,15.305
2002-09-27,5,27.02,0,1,9,6.07,13.585
2002-09-28,9,28.54,0,2,8,11.03,19.471
2002-09-29,20,27.66,0,6,8,8.45,18.985
2002-09-30,18,29.06,0,4,15,6.06,18.086
2002-10-01,21,27.76,0,4,5,6.22,15.177
2002-10-02,22,29.11,0,1,3,9.42,11.48
2002-10-03,21,29.21,0,2,15,7.11,17.865
2002-10-04,19,27.2,0,2,15,6.84,18.01
2002-10-05,9,29.94,0,3,8,9.67,18.501
2002-10-06,19,27.76,0,1,9,10.53,17.181
2002-10-07,17,29.51,0,4,14,8.88,20.607
2002-10-08,20,29.32,0,4,7,9.36,19.698
2002-10-09,23,29.99,0,5,10,7.61,20.411
2002-10-10,21,27.93,0,3,10,8.1,15.148
2002-10-11,17,27.15,0,1,9,6.21,13.412
2002-10-12,17,27.8,0,5,4,8.71,17.608
2002-10-13,22,29.28,0,2,15,7.9,20.271
2002-10-14,19,30.24,0,3,12,7.98,18.665
2002-10-15,18,26.0,0,4,13,8.85,21.144
2002-10-16,7,28.94,0,6,5,6.56,17.751
2002-10-17,19,29.28,0,5,8,6.02,16.36
2002-10-18,17,29.47,0,4,4,6.28,16.816
2002-10-19,14,28.38,0,6,10,8.9,22.002
2002-10-20,19,27.09,0,4,8,7.76,17.603
2002-10-21,16,24.53,0,1,14,7.66,17.057
2002-10-22,21,27.31,0,6,7,7.01,18.621
2002-10-23,19,28.1,0,3,13,6.2,17.387
2002-10-24,11,29.88,0,2,13,9.94,20.214
2002-10-25,22,27.87,0,2,7,8.72,14.586
2002-10-26,22,26.26,0,3,8,8.28,17.359
2002-10-27,18,28.93,0,1,10,10.5,18.627
2002-10-28,19,26.69,0,6,12,9.09,18.745
2002-10-29,21,24.76,0,1,6,9.98,13.85
2002-10-30,12,27.1,0,1,5,9.31,12.727
2002-10-31,19,28.4,0,3,13,9.56,18.804
2002-11-01,21,28.29,0,6,3,7.7,14.873
2002-11-02,16,29.1,0,4,4,8.13,14.884
2002-11-03,21,26.96,0,2,15,9.69,21.134
2002-11-04,18,26.35,0,5,4,6.33,13.436
2002-11-05,21,27.48,0,4,10,6.49,17.09
2002-11-06,23,25.77,0,3,3,6.0,12.227
2002-11-07,20,26.17,0,3,14,6.54,18.518
2002-11-08,5,24.24,0,5,13,7.65,18.359
2002-11-09,16,28.01,0,3,8,7.55,17.931
2002-11-10,21,27.24,0,1,10,10.58,16.723
2002-11-11,6,26.62,0,4,14,8.68,19.644
2002-11-12,17,26.27,0,5,9,8.47,19.836
2002-11-13,19,29.47,0,2,6,8.64,14.016
2002-11-14,20,27.25,0,6,4,6.79,15.86
2002-11-15,18,27.24,0,5,15,9.3,21.984
2002-11-16,21,27.35,0,3,4,9.86,14.681
2002-11-17,13,25.41,0,4,4,8.65,14.863
2002-11-18,21,28.03,0,2,7,8.29,14.93
2002-11-19,5,26.65,0,1,9,8.15,14.851
2002-11-20,7,28.88,0,6,7,7.78,19.703
2002-11-21,18,27.13,0,3,10,8.2,16.699
2002-11-22,20,27.21,0,6,9,9.77,19.652
2002-11-23,19,26.97,0,6,10,10.43,23.332
2002-11-24,17,25.85,0,3,5,10.42,16.353
2002-11-25,20,23.95,0,6,9,7.19,19.966
2002-11-26,17,28.27,0,6,3,8.85,17.626
2002-11-27,17,24.31,0,3,14,7.09,17.227
2002-11-28,19,23.74,0,1,11,6.26,14.461
2002-11-29,18,24.86,0,4,5,6.48,13.902
2002-11-30,23,22.56,0,3,4,7.79,13.666
2002-12-01,10,25.49,0,2,13,8.34,18.095
2002-12-02,20,26.66,0,1,13,6.55,15.666
2002-12-03,22,27.11,0,2,11,8.99,17.996
2002-12-04,21,27.24,0,3,14,9.35,18.393
2002-12-05,10,27.37,0,5,6,9.15,16.713
2002-12-06,21,27.8,0,4,14,7.44,20.677
2002-12-07,17,26.38,0,3,12,11.45,21.077
2002-12-08,18,25.9,0,6,4,9.5,18.246
2002-12-09,21,28.16,0,5,4,7.93,15.518
2002-12-10,22,25.54,1,2,12,8.56,19.874
2002-12-11,17,28.44,0,6,14,9.02,24.742
2002-12-12,10,27.89,0,1,5,7.97,12.174
2002-12-13,17,25.63,0,5,12,8.25,18.891
2002-12-14,21,26.56,0,1,13,11.26,20.137
2002-12-15,19,23.63,0,1,14,10.49,19.641
2002-12-16,18,26.16,0,5,8,9.15,18.187
2002-12-17,19,29.16,0,5,12,6.96,18.714
2002-12-18,10,25.32,0,3,14,8.79,17.269
2002-12-19,19,27.06,0,2,14,8.41,18.748
2002-12-20,22,25.11,0,3,7,8.99,15.081
2002-12-21,22,24.56,0,5,13,11.32,21.276
2002-12-22,17,24.79,0,6,8,9.99,19.494
2002-12-23,20,26.79,0,6,5,6.47,15.423
2002-12-24,17,23.1,0,1,4,7.72,11.072
2002-12-25,17,27.39,1,4,14,8.79,22.476
2002-12-26,15,27.49,0,4,9,8.27,18.29
2002-12-27,23,24.9,0,2,3,7.75,11.121
2002-12-28,20,27.77,0,4,3,10.45,15.835
2002-12-29,12,26.28,0,2,10,9.67,16.689
2002-12-30,21,28.57,0,6,12,7.16,19.958
2002-12-31,18,28.92,0,6,13,6.55,24.064
2003-01-01,21,22.52,1,2,3,8.13,12.979
2003-01-02,21,26.07,0,2,6,8.88,14.134
2003-01-03,20,24.95,0,5,15,7.25,20.83
2003-01-04,6,27.46,0,1,15,10.78,19.386
2003-01-05,21,26.59,0,3,4,9.52,13.999
2003-01-06,19,24.3,0,4,12,8.32,20.077
2003-01-07,17,25.58,0,1,14,6.0,16.91
2003-01-08,18,26.21,0,6,4,7.63,15.919
2003-01-09,12,26.13,0,6,15,9.43,23.251
2003-01-10,22,25.01,0,4,8,8.59,17.261
2003-01-11,20,26.99,0,4,13,10.74,22.823
2003-01-12,22,26.36,0,1,6,7.54,13.247
2003-01-13,7,24.42,0,2,10,9.39,14.363
2003-01-14,21,23.8,0,4,15,6.98,19.768
2003-01-15,8,25.5,0,2,10,9.8,15.574
2003-01-16,12,29.41,0,5,3,9.79,17.302
2003-01-17,8,24.85,0,6,14,7.67,21.122
2003-01-18,19,25.23,0,1,11,8.71,16.642
2003-01-19,17,25.67,0,3,9,9.31,17.92
2003-01-20,21,26.51,0,5,4,7.7,15.781
2003-01-21,19,25.07,0,5,10,8.18,19.338
2003-01-22,22,25.55,0,5,10,9.21,20.386
2003-01-23,22,25.65,0,3,6,8.72,12.915
2003-01-24,21,24.51,0,2,7,9.25,14.648
2003-01-25,16,27.72,0,3,4,10.7,16.807
2003-01-26,22,28.63,0,3,4,9.87,16.084
2003-01-27,19,25.87,0,4,11,8.46,17.888
2003-01-28,19,25.17,0,2,14,8.16,16.893
2003-01-29,7,25.72,0,1,6,9.79,13.37
2003-01-30,8,24.54,0,5,13,8.28,20.008
2003-01-31,21,25.19,0,6,12,7.2,18.177
2003-02-01,17,27.01,0,5,7,11.37,21.222
2003-02-02,17,24.21,0,1,6,9.03,14.517
2003-02-03,22,26.76,0,3,6,8.78,17.265
2003-02-04,8,27.54,0,4,13,6.33,17.395
2003-02-05,21,27.58,1,6,4,10.17,18.286
2003-02-06,21,26.72,0,2,13,7.2,18.288
2003-02-07,20,25.08,0,6,3,6.91,15.339
2003-02-08,6,23.75,0,4,10,11.43,19.103
2003-02-09,18,29.57,0,4,14,10.11,21.967
2003-02-10,22,26.66,0,3,14,6.95,18.597
2003-02-11,13,24.89,0,1,11,6.78,14.482
2003-02-12,20,26.46,0,5,13,9.09,17.988
2003-02-13,10,25.31,0,5,8,9.24,19.406
2003-02-14,17,26.9,0,6,14,9.13,20.889
2003-02-15,18,25.09,0,1,8,10.45,15.813
2003-02-16,7,25.6,0,3,10,9.56,19.979
2003-02-17,20,25.0,0,1,5,6.68,10.222
2003-02-18,18,25.41,0,6,14,9.22,21.279
2003-02-19,13,25.49,0,1,6,6.43,10.894
2003-02-20,9,28.86,0,5,15,9.06,21.556
2003-02-21,21,22.0,0,4,5,8.51,14.671
2003-02-22,19,23.98,0,2,8,8.29,14.184
2003-02-23,18,25.85,0,2,5,8.77,13.905
2003-02-24,22,28.97,0,6,6,7.15,19.025
2003-02-25,20,27.24,0,6,13,7.93,19.318
2003-02-26,17,27.45,0,3,10,6.27,15.499
2003-02-27,8,28.49,0,6,11,6.61,21.475
2003-02-28,8,26.72,1,5,7,8.6,20.168
2003-03-01,17,27.35,0,3,15,10.36,19.548
2003-03-02,10,25.9,0,1,3,10.33,12.351
